resort_name|state|region|postal_code|summit|mid_elevation|base|vertical|lifts|runs|acres|green_percent|green_acres|blue_percent|blue_acres|black_percent|black_acres|lat|lon|mid_elevation_meters|timezone|country|ticket_currency|peak_day_ticket_local|peak_day_ticket_usd|advance_day_ticket_local|ticket_basis|map|openmeteo_hourly_api_call
Mt. Holiday - MI|Michigan|Midwest|49686|1100|1000|900|200|4|12|45|0.3|13.5|0.4|18|0.3|13.5|44.78|-85.57|304.8|America/Detroit|USA|USD|45|45|40|estimate|https://www.onthesnow.com/michigan/mount-holiday-ski-area/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=44.78&longitude=-85.57&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Detroit&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=304.8
Mt. Holly - MI|Michigan|Midwest|48350|1250|1075|900|350|11|18|100|0.3|30|0.5|50|0.2|20|42.79|-83.53|327.66|America/Detroit|USA|USD|65|65|57|estimate|https://www.onthesnow.com/michigan/mount-holly/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=42.79&longitude=-83.53&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Detroit&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=327.66
Mt. Hood Meadows - OR|Oregon|Pacific Northwest|97041|7300|5911.5|4523|2777|11|87|2150|0.15|322.5|0.5|1075|0.35|752.5|45.33|-121.66|1801.8252|America/Los_Angeles|USA|USD|149|149|112|estimate|https://www.onthesnow.com/oregon/mt-hood-meadows/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=45.33&longitude=-121.66&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Los_Angeles&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=1801.8252
Mt. Hood Skibowl - OR|Oregon|Pacific Northwest|97028|5027|4277|3527|1500|9|65|960|0.21|201.6|0.4|384|0.39|374.4|45.3|-121.77|1303.6296|America/Los_Angeles|USA|USD|99|99|87|estimate|https://www.onthesnow.com/oregon/mt-hood-ski-bowl/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=45.3&longitude=-121.77&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Los_Angeles&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=1303.6296
Mt. La Crosse - WI|Wisconsin|Midwest||1110|852|594|516|4|19|100|0.3|30|0.2|20|0.5|50|43.75|-91.23|259.6896|America/Chicago|USA|USD|65|65|57|estimate|https://www.onthesnow.com/wisconsin/mount-la-crosse/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=43.75&longitude=-91.23&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Chicago&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=259.6896
Mt. Lemmon - AZ|Arizona|Southwest|85619|9150|8675|8200|950|3|21|200|0.23|46|0.41|82|0.36|72|32.45|-110.76|2644.14|America/Phoenix|USA|USD|75|75|66|estimate||https://archive-api.open-meteo.com/v1/archive?latitude=32.45&longitude=-110.76&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Phoenix&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=2644.14
Mt. Norquay - AB|Alberta|Western Canada|T1L 1J5|6998|6174|5350|1650|6|60|190|0.38|72.2|0.25|47.5|0.36|68.4|51.2|-115.6|1881.8352|America/Edmonton|Canada|CAD|109|78|96|estimate|https://www.onthesnow.com/alberta/ski-banff-norquay/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=51.2&longitude=-115.6&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Edmonton&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=1881.8352
Mt. Peter - NY|New York|Northeast|10925|1250|1000|750|450|4|14|69|0.39|26.91|0.33|22.77|0.28|19.32|41.23|-74.29|304.8|America/New_York|USA|USD|55|55|48|estimate|https://www.onthesnow.com/new-york/mount-peter-ski-area/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=41.23&longitude=-74.29&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/New_York&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=304.8
Mt. Pisgah - NY|New York|Northeast|12983|2500|2300|2100|400|2|5||||||||44.33|-74.14|701.04|America/New_York|USA|USD|35|35|31|estimate||https://archive-api.open-meteo.com/v1/archive?latitude=44.33&longitude=-74.14&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/New_York&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=701.04
Mt. Shasta Ski Park - CA|California|Pacific Northwest|96067|6890|6195|5500|1390|5|32|636|0.2|127.2|0.55|349.8|0.25|159|41.32|-122.2|1888.236|America/Los_Angeles|USA|USD|89|89|78|estimate|https://www.onthesnow.com/california/mount-shasta-board-ski-park/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=41.32&longitude=-122.2&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Los_Angeles&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=1888.236
Mt. Southington - CT|Connecticut|Northeast|6489|525|312.5|100|425|7|14|51|0.43|21.93|0.43|21.93|0.14|7.14|41.58|-72.92|95.25|America/New_York|USA|USD|69|69|61|estimate|https://www.onthesnow.com/connecticut/mount-southington-ski-area/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=41.58&longitude=-72.92&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/New_York&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=95.25
Mt. Spokane - WA|Washington|Pacific Northwest|99021|5889|4889|3889|2000|7|52|1704|0.23|391.92|0.62|1056.48|0.15|255.6|47.92|-117.11|1490.1672|America/Los_Angeles|USA|USD|79|79|70|estimate|https://www.onthesnow.com/washington/mt-spokane-ski-and-snowboard-park/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=47.92&longitude=-117.11&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Los_Angeles&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=1490.1672
Mt. Zion - MI|Michigan|Midwest|49938|1400|1250|1100|300|2|10|20|0.25|5|0.5|10|0.25|5|46.48|-90.17|381|America/Menominee|USA|USD|35|35|31|estimate||https://archive-api.open-meteo.com/v1/archive?latitude=46.48&longitude=-90.17&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Menominee&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=381
Mulligan's Hollow - MI|Michigan|Midwest|49417|1200|1035|870|330|5|6|10|0.25|2.5|0.25|2.5|0.5|5|43.06|-86.23|315.468|America/Detroit|USA|USD|30|30|26|estimate|https://www.onthesnow.com/michigan/mulligans-hollow-ski-bowl/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=43.06&longitude=-86.23&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Detroit&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=315.468
Mystic Mountain - PA|Pennsylvania|Mid-Atlantic|21522|2030|1880|1730|300|3|6|25|0.4|10|0.35|8.75|0.25|6.25|39.57|-79.19|573.024|America/New_York|USA|USD||||||https://archive-api.open-meteo.com/v1/archive?latitude=39.57&longitude=-79.19&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/New_York&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=573.024
Nakiska - AB|Alberta|Western Canada|T0L 2H0|7500|6294|5088|2412|5|79|1021|0.15|153.15|0.59|602.39|0.26|265.46|50.94|-115.15|1918.4112|America/Edmonton|Canada|CAD|109|78|96|estimate|https://www.onthesnow.com/alberta/nakiska-ski-area/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=50.94&longitude=-115.15&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Edmonton&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=1918.4112
Nashoba Valley - MA|Massachusetts|Northeast|1886|440|320|200|240|9|17|52|0.24|12.48|0.47|24.44|0.29|15.08|42.51|-71.51|97.536|America/New_York|USA|USD|79|79|70|estimate|https://www.onthesnow.com/massachusetts/nashoba-valley/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=42.51&longitude=-71.51&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/New_York&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=97.536
New Hermon Mountain - ME|Maine|Northeast|4401|450|275|100|350|3|18|70|0.4|28|0.3|21|0.3|21|44.83|-68.9|83.82|America/New_York|USA|USD|45|45|40|estimate|https://www.onthesnow.com/maine/new-hermon-mountain/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=44.83&longitude=-68.9&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/New_York&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=83.82
Nordic Mountain - WI|Wisconsin|Midwest|54984|1137|1004.5|872|265|6|16|60|0.33|19.8|0.42|25.2|0.25|15|44.2|-89.25|306.1716|America/Chicago|USA|USD|55|55|48|estimate|https://www.onthesnow.com/wisconsin/nordic-mountain/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=44.2&longitude=-89.25&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Chicago&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=306.1716
Northstar - CA|California|Sierra Nevada|96161|8610|7470|6330|2280|20|100|3170|0.13|412.1|0.6|1902|0.27|855.9|39.27|-120.12|2276.856|America/Los_Angeles|USA|USD|219|219|164|estimate|https://www.onthesnow.com/california/northstar-california/trailmap|https://archive-api.open-meteo.com/v1/archive?latitude=39.27&longitude=-120.12&start_date=1999-06-01&end_date=2026-05-31&hourly=temperature_2m,apparent_temperature,snowfall,snow_depth,rain,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,weather_code,wind_direction_100m,wind_direction_10m,wind_speed_100m,wind_speed_10m,wind_gusts_10m,dew_point_2m,relative_humidity_2m,sunshine_duration,direct_normal_irradiance,diffuse_radiation,shortwave_radiation,terrestrial_radiation,direct_normal_irradiance_instant,diffuse_radiation_instant,shortwave_radiation_instant,terrestrial_radiation_instant,is_day&timezone=America/Los_Angeles&temperature_unit=fahrenheit&wind_speed_unit=mph&precipitation_unit=inch&elevation=2276.856
